Brand,Model,Year,KM_Driven,Fuel_Type,Transmission,Owner,Engine_CC,Mileage_kmpl,Current_Market_Price,Selling_Price
Toyota,Glanza,2016,62950,Petrol,Manual,2,1552,17.3,1982793,1615918
Mahindra,XUV300,2016,14225,Petrol,Manual,1,1997,13.4,1899432,1651202
Toyota,Glanza,2014,78349,Diesel,Manual,3,1518,22.8,1895428,1243191
Toyota,Glanza,2016,44012,Diesel,Automatic,3,1510,17.6,1224643,843039
Honda,Amaze,2016,34250,Diesel,Manual,1,1819,16.8,1719429,1431419
Tata,Nexon,2018,27944,Petrol,Manual,1,1112,17.7,869851,468289
Mahindra,XUV300,2016,95997,Petrol,Manual,3,2130,20.3,1917679,1375180
Tata,Nexon,2019,83793,Petrol,Manual,0,1943,23.1,1296669,894297
Maruti,Dzire,2018,10454,Diesel,Automatic,3,1509,15.1,1543982,1308139
Mahindra,Scorpio,2018,96767,Petrol,Automatic,2,1700,12.5,501686,100000
Maruti,Dzire,2021,31017,Diesel,Automatic,0,1368,16.8,1038655,893601
Toyota,Glanza,2023,102567,Diesel,Automatic,1,1946,13.5,1342975,1057363
Ford,EcoSport,2014,70798,Diesel,Manual,2,2157,23.2,1184978,738968
Honda,City,2015,44395,Petrol,Automatic,3,2212,13.1,996816,544176
Honda,City,2016,41618,Petrol,Manual,1,855,12.4,1571372,1239385
Ford,Figo,2020,96120,Diesel,Automatic,2,1119,12.2,1328813,1030218
Ford,EcoSport,2023,123342,Petrol,Automatic,1,2260,24.9,1399510,1055908
Ford,Figo,2023,16284,Petrol,Automatic,2,2455,24.0,1227692,1095478
Kia,Seltos,2019,80486,Petrol,Automatic,3,1215,15.5,1595845,1214925
Kia,Seltos,2021,104184,Petrol,Automatic,1,1005,20.0,1838253,1478709
Honda,City,2019,49760,Diesel,Automatic,0,863,13.9,1450266,1113944
Honda,City,2023,63855,Petrol,Automatic,1,1449,22.1,1195426,997216
Toyota,Innova,2015,99668,Diesel,Automatic,3,2118,22.8,1439764,751438
Maruti,Swift,2014,63205,Diesel,Automatic,3,1817,19.4,1917955,1242689
Mahindra,Scorpio,2022,28792,Diesel,Manual,1,1280,18.9,1998543,1831150
Honda,Amaze,2020,104449,Diesel,Automatic,1,866,20.7,1063730,680412
Ford,Figo,2012,35821,Diesel,Manual,2,2136,13.4,980517,410117
Ford,EcoSport,2018,102876,Petrol,Manual,0,2064,17.7,1355783,915384
Tata,Altroz,2017,93656,Diesel,Manual,3,1254,23.6,1086507,644563
Kia,Seltos,2016,77808,Diesel,Manual,1,1140,24.2,603083,100000
Ford,EcoSport,2020,53151,Diesel,Manual,0,878,19.6,1803079,1526797
Honda,City,2021,146020,Petrol,Manual,3,1049,19.1,750640,354396
Toyota,Innova,2014,33250,Petrol,Automatic,2,1490,13.5,678109,117313
Maruti,Swift,2016,94255,Petrol,Automatic,3,1134,18.1,841990,263690
Hyundai,i20,2020,67877,Diesel,Automatic,3,1257,17.9,696836,436982
Mahindra,XUV300,2022,37014,Diesel,Automatic,2,2386,16.6,922093,732310
Ford,EcoSport,2023,136833,Diesel,Automatic,0,1297,22.0,1689922,1318598
Tata,Altroz,2016,97670,Diesel,Manual,2,1748,12.2,1677261,1258451
Ford,Figo,2020,58746,Diesel,Manual,0,2226,24.5,741092,470310
Kia,Seltos,2021,61191,Diesel,Manual,2,1698,15.3,1704261,1383007
Maruti,Baleno,2014,136970,Petrol,Automatic,1,2457,20.3,753615,100000
Tata,Altroz,2015,7235,Diesel,Manual,3,939,13.7,1284998,1001348
Toyota,Innova,2021,48442,Petrol,Manual,3,1679,20.6,519949,293285
Kia,Sonet,2018,111675,Diesel,Automatic,1,2196,16.9,935157,533314
Mahindra,XUV300,2020,126175,Diesel,Manual,3,1785,17.7,1844523,1482333
Hyundai,Creta,2014,114851,Petrol,Manual,3,1643,24.0,654673,100000
Hyundai,Venue,2014,79064,Diesel,Automatic,0,1021,16.9,1957614,1348607
Toyota,Glanza,2021,45007,Petrol,Manual,2,1547,20.5,963525,729655
Toyota,Glanza,2016,101260,Diesel,Automatic,3,1083,14.5,1152371,629082
Toyota,Glanza,2017,5164,Diesel,Manual,2,1582,24.6,1380221,1158285
Toyota,Innova,2020,75220,Diesel,Automatic,1,1550,24.8,1144742,885412
Toyota,Glanza,2021,12316,Diesel,Manual,2,1827,23.0,820089,692325
Hyundai,Creta,2016,38929,Diesel,Automatic,2,1726,23.9,807253,306314
Hyundai,Venue,2021,35156,Diesel,Automatic,1,1597,12.4,1522979,1336563
Mahindra,Scorpio,2018,113620,Diesel,Automatic,3,2215,13.3,1930212,1528665
Tata,Altroz,2014,73977,Petrol,Automatic,0,1363,19.3,1065118,376943
Ford,Figo,2023,139168,Diesel,Automatic,0,2310,13.3,587787,262271
Ford,Figo,2014,68602,Petrol,Manual,3,909,12.8,735349,100000
Maruti,Dzire,2017,137956,Diesel,Manual,0,2178,22.7,1922141,1320621
Hyundai,i20,2012,75322,Diesel,Manual,3,1059,13.4,1585552,809283
Hyundai,Venue,2017,129690,Petrol,Automatic,0,1073,14.7,1237640,787340
Toyota,Glanza,2012,35808,Petrol,Automatic,3,2054,12.5,1501404,902378
Toyota,Glanza,2018,57830,Diesel,Automatic,0,2286,21.7,879289,532426
Mahindra,XUV300,2016,120526,Diesel,Manual,1,1074,13.1,1349724,809413
Toyota,Innova,2021,31386,Petrol,Manual,3,1061,16.6,752230,574798
Hyundai,Venue,2014,9603,Petrol,Automatic,3,1017,17.1,1378278,1127148
Maruti,Swift,2022,126495,Diesel,Manual,1,2302,15.0,788563,465172
Toyota,Glanza,2019,101145,Diesel,Automatic,1,1025,18.0,1992653,1618079
Tata,Altroz,2016,129816,Petrol,Manual,3,966,12.7,1355529,906681
Honda,City,2020,108198,Diesel,Manual,2,2121,23.6,1168498,703672
Mahindra,XUV300,2014,7803,Diesel,Manual,0,1993,20.6,550944,255916
Tata,Altroz,2018,54649,Diesel,Automatic,2,1500,17.4,1320398,1044290
Kia,Sonet,2013,13125,Petrol,Automatic,2,2016,24.4,1771960,1453930
Toyota,Innova,2023,106928,Diesel,Manual,2,1888,20.3,524218,259804
Maruti,Swift,2017,111514,Diesel,Automatic,0,974,17.3,1869197,1386825
Toyota,Innova,2014,13380,Petrol,Automatic,2,2173,21.6,1707888,1274645
Maruti,Swift,2020,66521,Diesel,Automatic,3,2451,23.0,1909026,1645664
Hyundai,Creta,2012,46140,Diesel,Automatic,1,1412,18.4,618314,100000
Mahindra,Scorpio,2020,121985,Petrol,Manual,2,886,21.1,1280077,924947
Ford,EcoSport,2023,138786,Diesel,Manual,3,1296,12.1,1396542,1077236
Ford,Figo,2022,87436,Petrol,Manual,3,846,22.6,1497116,1173696
Kia,Sonet,2016,72522,Diesel,Automatic,1,1955,14.9,1013503,636061
Honda,City,2015,124144,Petrol,Manual,1,1096,24.4,1582937,962159
Ford,EcoSport,2021,132201,Petrol,Automatic,3,1571,24.3,644543,226001
Maruti,Baleno,2016,123353,Petrol,Automatic,1,1758,24.4,1901043,1270442
Hyundai,i20,2015,30887,Diesel,Manual,0,1537,15.7,1945538,1387844
Ford,EcoSport,2015,115033,Diesel,Manual,3,1525,16.3,1451585,736929
Tata,Altroz,2017,35946,Petrol,Manual,3,2273,17.0,929313,542413
Toyota,Innova,2012,130887,Diesel,Manual,0,975,18.4,1513207,692979
Kia,Seltos,2013,39378,Diesel,Manual,1,1353,21.3,1220558,738110
Mahindra,Scorpio,2015,103708,Petrol,Manual,0,2074,20.8,1778804,1128138
Toyota,Innova,2017,66814,Diesel,Automatic,1,2196,15.7,1286538,787990
Ford,EcoSport,2016,41120,Diesel,Manual,2,1819,14.5,527064,163484
Hyundai,Venue,2017,32243,Petrol,Manual,2,2135,16.5,1328987,1062293
Toyota,Glanza,2018,99780,Diesel,Automatic,1,1175,21.1,803328,274145
Ford,Figo,2021,129114,Diesel,Automatic,1,2310,16.0,1311810,904082
Ford,Figo,2020,18931,Diesel,Automatic,2,1278,20.0,1168858,1025951
Tata,Nexon,2023,99458,Petrol,Manual,3,1251,13.0,1325334,1070380
Toyota,Glanza,2013,116717,Petrol,Manual,3,1931,20.5,1872455,1083505
Tata,Altroz,2023,139746,Petrol,Automatic,0,1174,18.2,1417830,1082158
Mahindra,XUV300,2020,47143,Petrol,Manual,3,1713,22.3,1128170,807349
Ford,Figo,2023,74354,Diesel,Automatic,0,1880,12.0,875699,647843
Hyundai,i20,2017,99688,Diesel,Manual,1,1031,20.9,1767074,1268994
Toyota,Glanza,2020,26537,Petrol,Manual,2,1253,19.6,928400,665881
Tata,Altroz,2013,149222,Diesel,Manual,0,1000,18.3,890604,114452
Mahindra,Scorpio,2016,142627,Petrol,Automatic,1,1878,19.1,546424,100000
Toyota,Glanza,2021,113095,Diesel,Automatic,1,1612,18.7,620067,228701
Hyundai,Venue,2018,42238,Diesel,Manual,1,1667,13.0,1110486,798405
Ford,EcoSport,2012,27800,Diesel,Automatic,2,2181,15.3,873565,453003
Toyota,Glanza,2017,117625,Diesel,Manual,3,1917,14.3,1795729,1325031
Kia,Seltos,2018,28687,Diesel,Manual,2,2475,17.1,1710828,1339294
Hyundai,Creta,2022,38386,Petrol,Automatic,1,1163,24.5,1256034,1105261
Kia,Seltos,2018,102632,Petrol,Automatic,1,1520,19.5,1181008,793408
Kia,Seltos,2012,111530,Petrol,Manual,2,1352,20.8,1013461,516660
Maruti,Dzire,2018,8152,Petrol,Manual,0,1278,12.6,885073,705830
Toyota,Glanza,2023,143144,Diesel,Automatic,0,1297,21.7,1175609,844653
Toyota,Glanza,2015,91860,Diesel,Automatic,2,1450,18.0,1722484,1091404
Honda,City,2016,10269,Petrol,Automatic,3,1526,16.5,1472901,1118481
Mahindra,XUV300,2017,22199,Diesel,Manual,1,1128,15.9,1964826,1717436
Kia,Sonet,2015,124791,Diesel,Manual,2,1892,21.8,1236171,750589
Ford,EcoSport,2015,94211,Diesel,Automatic,3,1767,16.6,1143221,488049
Maruti,Dzire,2019,48994,Diesel,Manual,1,999,23.3,1860715,1546979
Mahindra,Scorpio,2013,122706,Diesel,Automatic,0,2014,19.1,1767770,1117970
Ford,EcoSport,2014,17614,Petrol,Automatic,2,1805,19.7,1544746,1244682
Mahindra,XUV300,2021,67165,Petrol,Automatic,2,2500,24.1,1115952,889514
Tata,Altroz,2013,44570,Petrol,Automatic,3,2012,17.8,783515,390175
Tata,Altroz,2019,19794,Petrol,Automatic,0,1327,14.1,952315,720517
Toyota,Glanza,2016,85738,Petrol,Manual,3,2109,14.9,698292,100000
Toyota,Glanza,2021,37009,Petrol,Manual,3,1545,15.8,854155,640077
Toyota,Innova,2014,144957,Petrol,Manual,3,1570,22.5,1614220,977718
Maruti,Dzire,2021,49438,Diesel,Manual,2,2278,20.9,1626871,1422239
Hyundai,Venue,2018,60685,Petrol,Manual,0,1404,13.4,1134223,766306
Ford,EcoSport,2016,133333,Petrol,Automatic,0,1726,21.2,1246690,628745
Kia,Sonet,2015,80242,Diesel,Manual,2,1815,13.2,981726,468832
Maruti,Dzire,2021,29557,Petrol,Automatic,2,1828,23.2,1510111,1309237
Honda,City,2012,51960,Diesel,Automatic,2,1781,16.2,803732,183634
Maruti,Dzire,2013,137528,Diesel,Manual,0,1136,24.9,1857298,1161930
Hyundai,Creta,2017,69769,Diesel,Manual,1,1243,23.4,888564,539442
Hyundai,Creta,2021,39271,Diesel,Automatic,0,1309,12.7,1012345,776975
Maruti,Dzire,2018,47423,Petrol,Automatic,0,1661,16.9,721741,460071
Tata,Nexon,2022,16954,Diesel,Automatic,3,2470,18.4,1593769,1473593
Hyundai,Venue,2018,79727,Diesel,Manual,0,1267,22.0,1805287,1464638
Ford,Figo,2019,121110,Petrol,Automatic,1,1260,22.8,551492,136418
Ford,Figo,2021,33800,Petrol,Automatic,1,1255,21.0,791778,592622
Ford,Figo,2015,127256,Diesel,Manual,2,1682,12.7,1948800,1406938
Toyota,Glanza,2022,143543,Petrol,Automatic,2,801,19.6,1496569,1090608
Kia,Seltos,2018,128120,Diesel,Manual,1,1073,15.4,731945,333983
Maruti,Dzire,2014,138952,Diesel,Automatic,2,1096,19.7,1115815,456453
Ford,EcoSport,2013,99907,Petrol,Manual,2,1583,16.8,1043239,433565
Honda,City,2013,27622,Petrol,Manual,2,2384,16.5,1299200,700524
Toyota,Glanza,2013,122486,Diesel,Automatic,0,1307,20.6,1194569,407533
Honda,City,2012,90949,Petrol,Manual,1,1166,15.2,580884,100000
Toyota,Innova,2016,93328,Petrol,Manual,0,2043,23.4,1317654,927364
Hyundai,Creta,2018,114812,Diesel,Manual,0,1187,24.2,807677,303919
Mahindra,XUV300,2014,136556,Petrol,Manual,1,1553,12.0,1059762,523750
Toyota,Glanza,2019,39355,Diesel,Manual,3,1228,17.8,1196893,904103
Maruti,Baleno,2022,59857,Petrol,Automatic,1,2360,24.4,1822037,1570722
Hyundai,Creta,2012,69094,Diesel,Manual,1,1099,23.8,1506826,1021486
Maruti,Baleno,2022,101393,Diesel,Automatic,2,1229,19.7,773364,503447
Mahindra,XUV300,2016,48331,Diesel,Manual,1,1482,22.1,891322,469958
Tata,Altroz,2013,110076,Diesel,Manual,0,1353,16.8,1516280,828800
Ford,EcoSport,2020,70610,Petrol,Automatic,3,1498,18.7,1089279,754234
Kia,Sonet,2023,108535,Petrol,Automatic,3,1491,14.4,934564,655046
Maruti,Baleno,2016,5566,Diesel,Automatic,2,1886,20.4,1999556,1727784
Ford,Figo,2020,147716,Petrol,Manual,0,1555,16.8,704240,191978
Toyota,Glanza,2014,85632,Petrol,Manual,2,1529,22.6,1160949,735541
Ford,EcoSport,2019,136858,Diesel,Manual,0,1101,16.7,1178358,765724
Hyundai,Creta,2015,127443,Petrol,Manual,2,1447,19.5,1476375,1013949
Maruti,Swift,2015,108823,Petrol,Automatic,2,898,22.0,1255072,654346
Ford,Figo,2017,83725,Diesel,Automatic,0,1295,22.1,1299634,847320
Toyota,Glanza,2015,96270,Diesel,Automatic,2,2291,18.5,1898996,1418296
Maruti,Baleno,2013,146245,Diesel,Automatic,0,808,20.9,966897,109315
Kia,Sonet,2020,22369,Petrol,Manual,1,1946,19.8,1821110,1635127
Kia,Sonet,2017,51904,Petrol,Automatic,2,1407,20.2,1086098,772514
Toyota,Glanza,2014,25329,Diesel,Manual,0,845,12.1,1039503,451528
Hyundai,Creta,2014,117990,Diesel,Automatic,3,1604,14.4,1895155,1192797
Hyundai,i20,2013,59650,Diesel,Manual,2,1562,21.2,620360,172992
Kia,Seltos,2017,78439,Petrol,Manual,0,1480,22.5,1153498,736876
Toyota,Innova,2014,53055,Petrol,Automatic,1,2012,14.9,1293112,899594
Hyundai,i20,2015,15837,Petrol,Automatic,3,903,13.6,1977139,1660315
Kia,Sonet,2019,39991,Diesel,Automatic,3,999,18.7,1431702,1090792
Honda,Amaze,2012,71522,Petrol,Manual,1,1019,22.6,1252728,696661
Kia,Seltos,2022,28817,Diesel,Manual,1,845,20.5,740741,549937
Mahindra,Scorpio,2017,142329,Diesel,Automatic,1,1372,17.2,1057594,515288
Maruti,Baleno,2022,69677,Diesel,Automatic,1,1488,22.2,1045769,817252
Hyundai,i20,2019,35514,Diesel,Automatic,3,1260,15.0,1530611,1225073
Hyundai,i20,2022,145049,Diesel,Manual,3,1700,14.2,1037523,637775
Honda,Amaze,2016,137698,Petrol,Automatic,3,1714,23.3,1621781,1102737
Mahindra,Scorpio,2022,78545,Petrol,Manual,0,1553,16.4,844507,582279
Hyundai,Venue,2021,69271,Petrol,Manual,2,1654,16.5,1768425,1468695
Kia,Seltos,2018,66587,Petrol,Automatic,2,925,12.4,1531170,1231641
Hyundai,i20,2016,143021,Diesel,Automatic,0,1717,20.7,1655824,970245
Honda,City,2022,47000,Petrol,Automatic,0,927,18.2,653386,487041
Tata,Nexon,2018,91819,Petrol,Automatic,0,2195,15.8,505588,100000
Toyota,Glanza,2018,120615,Diesel,Manual,0,1793,15.4,962329,460475
Hyundai,Creta,2020,100518,Diesel,Automatic,0,1967,15.2,1671012,1295841
Hyundai,i20,2015,57694,Diesel,Manual,2,1613,12.8,600212,233024
Tata,Altroz,2013,6507,Petrol,Manual,1,1021,16.5,1842926,1523684
Maruti,Baleno,2012,104781,Petrol,Manual,0,1055,22.8,1709620,931490
Toyota,Glanza,2016,33906,Petrol,Manual,0,1761,15.2,937404,630876
Mahindra,Scorpio,2022,58190,Diesel,Automatic,3,1419,18.7,1264391,999217
Toyota,Innova,2021,123148,Diesel,Manual,3,996,20.4,1191118,854646
Ford,EcoSport,2013,125996,Petrol,Manual,1,1604,18.9,899010,176894
Tata,Nexon,2021,58278,Petrol,Automatic,2,1304,22.0,1010201,784157
Honda,City,2012,82856,Diesel,Automatic,0,1336,17.6,1066604,472217
Mahindra,XUV300,2019,147521,Petrol,Automatic,3,2091,24.1,1457542,980514
Toyota,Innova,2020,88844,Diesel,Manual,2,2330,23.4,922282,565944
Toyota,Innova,2012,137171,Diesel,Automatic,0,2184,15.7,822127,100000
Ford,EcoSport,2015,66134,Diesel,Manual,2,1935,14.7,918256,505188
Ford,Figo,2021,90716,Petrol,Manual,0,896,15.7,1532910,1179166
Mahindra,XUV300,2016,50121,Petrol,Automatic,1,843,13.9,1414551,996960
Toyota,Innova,2016,55664,Petrol,Automatic,3,1925,14.9,967252,466053
Maruti,Swift,2018,52576,Diesel,Manual,2,1925,20.0,1876858,1516703
Mahindra,Scorpio,2018,43917,Diesel,Automatic,0,885,21.0,1075304,774964
Kia,Sonet,2017,69549,Diesel,Automatic,1,1863,21.4,1637364,1245738
Tata,Altroz,2016,137120,Petrol,Automatic,3,1770,17.7,971242,350241
Honda,Amaze,2014,46524,Diesel,Automatic,2,1942,22.8,1984147,1494417
Toyota,Innova,2017,53137,Petrol,Automatic,3,985,18.3,1597304,1195830
Kia,Sonet,2018,122139,Diesel,Manual,3,1593,15.6,1422773,902184
Honda,City,2020,132182,Diesel,Manual,3,1945,23.6,519249,100000
Honda,City,2012,15089,Petrol,Manual,3,1817,13.1,1012351,463226
Tata,Altroz,2017,16023,Petrol,Manual,1,2008,18.1,1891387,1490701
Mahindra,XUV300,2016,41547,Diesel,Automatic,3,2158,20.6,1593087,1318860
Maruti,Dzire,2017,10186,Petrol,Automatic,3,1581,23.1,1604419,1297455
Maruti,Baleno,2020,37370,Diesel,Automatic,3,1175,19.8,1134957,920062
Toyota,Glanza,2016,114930,Petrol,Manual,3,815,15.6,1945089,1521990
Mahindra,Scorpio,2019,57862,Diesel,Automatic,3,992,13.9,1216501,919757
Honda,City,2014,53659,Petrol,Automatic,2,2073,24.5,1111841,545229
Maruti,Dzire,2013,113191,Petrol,Automatic,2,2128,16.8,1604877,1105627
Kia,Seltos,2014,127012,Petrol,Manual,2,2148,15.2,1472336,730990
Kia,Seltos,2015,100672,Petrol,Automatic,3,2206,17.4,1586292,934818
Ford,EcoSport,2017,58984,Diesel,Automatic,3,2398,22.9,1749564,1377452
Kia,Sonet,2013,115209,Petrol,Automatic,0,1394,13.7,1449575,715085
Toyota,Glanza,2014,113768,Petrol,Automatic,3,2157,14.2,1623029,1115708
Hyundai,Creta,2015,146147,Petrol,Manual,3,1441,18.8,1810344,1054190
Tata,Nexon,2012,13564,Petrol,Automatic,1,1365,18.0,1491737,1089871
Mahindra,XUV300,2017,88516,Diesel,Automatic,1,1096,15.2,941235,496291
Maruti,Baleno,2013,58931,Petrol,Manual,0,879,20.9,1422748,919674
Honda,Amaze,2013,30395,Petrol,Manual,1,2411,24.2,1788483,1279601
Toyota,Innova,2023,93859,Diesel,Manual,1,2130,20.6,518631,242241
Hyundai,i20,2014,32004,Petrol,Manual,0,1402,23.7,1807468,1287818
Maruti,Swift,2014,109117,Diesel,Manual,0,2436,16.7,1815203,1082235
Toyota,Glanza,2018,12399,Diesel,Manual,1,1128,21.4,1445095,1141228
Kia,Seltos,2014,57391,Diesel,Automatic,2,2013,18.3,911615,366909
Kia,Sonet,2019,63355,Diesel,Manual,0,1447,24.4,1429515,1078069
Hyundai,Creta,2022,31744,Diesel,Manual,2,2148,24.1,1561611,1373809
Tata,Altroz,2018,90137,Petrol,Automatic,2,872,18.9,1360032,917566
Tata,Altroz,2016,82117,Diesel,Manual,3,822,13.7,1336019,911451
Toyota,Glanza,2017,34605,Diesel,Manual,2,1808,18.3,1008886,715732
Mahindra,Scorpio,2023,64320,Petrol,Automatic,0,1925,19.6,1581844,1396216
Ford,Figo,2022,98834,Diesel,Manual,3,1783,23.5,1108177,770439
Hyundai,i20,2013,146762,Petrol,Automatic,0,1511,22.1,760022,100000
Ford,Figo,2015,41520,Diesel,Manual,0,2284,15.7,1714629,1133859
Toyota,Innova,2015,74158,Petrol,Automatic,2,1120,24.8,1050082,435766
Ford,EcoSport,2020,133553,Petrol,Automatic,2,986,17.1,1617189,1150298
Honda,Amaze,2021,133926,Petrol,Automatic,1,1050,23.8,504042,100000
Tata,Altroz,2014,121282,Petrol,Manual,3,1877,24.6,1379500,591479
Mahindra,XUV300,2012,13795,Diesel,Automatic,3,1848,19.7,1067059,585210
Maruti,Baleno,2020,23611,Diesel,Manual,0,2410,15.2,1458588,1164526
Ford,Figo,2015,144884,Diesel,Automatic,2,2465,20.3,726948,100000
Ford,EcoSport,2022,88565,Petrol,Automatic,0,2334,20.2,1257214,981894
Kia,Seltos,2014,143897,Diesel,Automatic,2,982,17.6,829444,273360
Tata,Nexon,2014,73844,Diesel,Manual,2,1139,16.7,1590655,977183
Toyota,Glanza,2012,38408,Petrol,Manual,3,1675,17.4,1967710,1466353
Maruti,Baleno,2016,35360,Diesel,Automatic,2,1950,17.2,548418,281066
Mahindra,XUV300,2016,67988,Diesel,Manual,2,1116,22.2,1687656,1251692
Mahindra,XUV300,2014,80637,Diesel,Manual,2,1988,18.1,1200816,703129
Toyota,Glanza,2023,77920,Petrol,Automatic,0,1794,17.0,1199968,1000322
Tata,Nexon,2015,80459,Petrol,Manual,1,1080,21.0,830930,199202
Mahindra,XUV300,2013,102875,Petrol,Manual,3,1730,24.0,606586,100000
Kia,Seltos,2022,82022,Petrol,Automatic,3,1628,20.8,634003,341283
Ford,Figo,2019,16411,Diesel,Automatic,3,1386,12.3,1247152,914786
Mahindra,XUV300,2019,63610,Diesel,Manual,2,2068,14.5,1496507,1074189
Mahindra,XUV300,2018,88473,Petrol,Automatic,1,1556,18.6,1884719,1438056
Toyota,Glanza,2012,90576,Diesel,Automatic,2,2103,15.2,1338849,726916
Toyota,Glanza,2019,18508,Diesel,Automatic,1,1056,21.9,1803099,1489189
Kia,Seltos,2015,103426,Petrol,Automatic,3,2491,15.4,1510592,1039190
Toyota,Glanza,2014,139535,Diesel,Manual,2,1725,24.7,896771,100000
Hyundai,Venue,2021,74791,Diesel,Automatic,3,983,24.0,1432946,1192160
Honda,Amaze,2017,63356,Petrol,Manual,3,1625,22.3,1313694,880542
Hyundai,Creta,2022,76882,Diesel,Automatic,0,910,22.7,1487551,1259996
Kia,Sonet,2018,110156,Diesel,Manual,1,2408,20.4,1866659,1464228
Tata,Nexon,2012,80944,Diesel,Automatic,1,2262,13.0,1740298,960013
Mahindra,Scorpio,2014,83236,Petrol,Manual,1,814,16.9,1557575,982332
Mahindra,XUV300,2021,127884,Diesel,Manual,2,2008,14.5,668980,270848
Hyundai,Creta,2013,37608,Diesel,Automatic,1,2178,25.0,1194086,755522
Mahindra,XUV300,2016,51378,Petrol,Manual,3,1455,24.5,1806414,1508592
Hyundai,Creta,2022,131304,Petrol,Automatic,2,2344,23.2,1095240,713076
Maruti,Swift,2013,95052,Petrol,Automatic,3,1710,21.1,1804999,1261627
Hyundai,Venue,2017,44470,Petrol,Automatic,0,2464,14.2,1207601,946077
Maruti,Baleno,2015,121354,Diesel,Automatic,1,1324,24.4,581087,121809
Maruti,Baleno,2012,141991,Petrol,Manual,1,842,13.5,1970782,1211468
Mahindra,XUV300,2013,38664,Petrol,Manual,2,2405,15.5,1809631,1139491
Ford,Figo,2021,136233,Petrol,Manual,3,1990,23.5,1661428,1218442
Ford,EcoSport,2014,120705,Petrol,Manual,1,929,15.4,1143288,509706
Kia,Seltos,2013,44550,Petrol,Automatic,2,1062,16.6,1005671,368723
Hyundai,Creta,2022,108011,Diesel,Automatic,3,1030,24.0,1721582,1421365
Toyota,Innova,2022,119430,Diesel,Manual,2,2097,14.1,1966824,1616040
Ford,Figo,2023,76959,Petrol,Automatic,3,855,23.0,998184,781782
Kia,Seltos,2012,115333,Petrol,Manual,0,803,18.3,1243031,625446
Tata,Altroz,2023,100071,Petrol,Automatic,3,1829,20.0,500320,253858
Tata,Nexon,2023,46834,Petrol,Manual,0,2212,22.5,1207071,1053797
Tata,Nexon,2022,39477,Petrol,Automatic,0,2378,20.2,874358,650792
Honda,Amaze,2020,105782,Petrol,Automatic,2,829,21.3,1805250,1387621
Mahindra,XUV300,2022,86082,Petrol,Automatic,3,1925,22.2,555847,315175
Toyota,Glanza,2018,41161,Diesel,Manual,1,2162,22.5,1958831,1645152
Mahindra,Scorpio,2018,55949,Diesel,Manual,0,1093,21.8,1467405,1105901
Toyota,Glanza,2023,48965,Diesel,Manual,1,1882,13.2,1412949,1239793
Tata,Altroz,2012,92026,Diesel,Automatic,1,1683,16.5,1591422,1051612
Toyota,Innova,2022,138633,Diesel,Manual,0,2223,17.5,1281889,856762
Hyundai,Creta,2018,33585,Petrol,Manual,3,2498,16.2,991243,700871
Toyota,Glanza,2022,59170,Diesel,Automatic,1,1372,18.4,676475,423843
Toyota,Innova,2020,113304,Diesel,Automatic,1,2449,18.5,1964722,1569934
Tata,Nexon,2017,124691,Diesel,Automatic,1,2045,14.1,1837360,1207778
Maruti,Dzire,2014,116763,Petrol,Automatic,2,1639,18.5,903869,180777
Mahindra,XUV300,2017,88994,Diesel,Automatic,0,1958,23.0,1830536,1314924
Hyundai,Creta,2017,48028,Petrol,Automatic,1,1098,20.3,1044486,723030
Ford,EcoSport,2020,32228,Petrol,Manual,3,2342,17.1,1718561,1516875
Kia,Sonet,2017,8795,Diesel,Manual,0,1091,19.2,928980,649086
Maruti,Baleno,2013,57036,Petrol,Automatic,0,1205,18.1,1617869,1120097
Tata,Nexon,2020,16068,Diesel,Automatic,0,1341,19.3,942825,784814
Maruti,Dzire,2020,39436,Petrol,Automatic,1,2480,18.4,1084664,793777
Tata,Nexon,2012,18466,Diesel,Automatic,1,823,19.2,1195078,620843
Ford,Figo,2016,92132,Diesel,Manual,3,1011,16.5,1538865,1028963
Hyundai,Venue,2020,85828,Petrol,Automatic,1,1639,15.6,1881261,1528285
Toyota,Innova,2023,127832,Diesel,Manual,3,1339,13.9,1262727,959185
Hyundai,Venue,2015,92907,Diesel,Manual,2,1973,19.3,1363629,801775
Kia,Sonet,2016,147843,Diesel,Manual,2,1481,19.8,1482895,757027
Mahindra,XUV300,2023,79802,Diesel,Manual,0,1390,16.8,1560093,1325853
Honda,City,2021,87382,Petrol,Manual,3,1227,14.4,1849634,1556166
Kia,Seltos,2023,110860,Petrol,Manual,1,943,20.4,1522138,1219096
Honda,Amaze,2016,31223,Diesel,Automatic,0,2137,14.1,505604,100000
Mahindra,Scorpio,2017,38860,Diesel,Automatic,1,2228,22.0,698831,255047
Toyota,Innova,2013,9845,Petrol,Manual,0,2170,17.9,669091,107049
Honda,City,2012,44155,Petrol,Manual,0,1739,23.9,886155,465552
Maruti,Dzire,2016,67038,Diesel,Manual,0,2405,24.6,1561521,1111374
Honda,Amaze,2012,19890,Petrol,Manual,3,1298,18.2,1567001,1121686
Hyundai,i20,2014,70910,Petrol,Manual,1,1775,16.1,1205375,585858
Maruti,Dzire,2016,74952,Petrol,Manual,1,2275,16.8,1018618,569734
Mahindra,Scorpio,2020,54193,Diesel,Automatic,2,1194,21.5,920012,641336
